,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,outcome,first_name,last_name,age_bucket,month_padded,day_padded,date
765,37,"29603 Stanton River\nSchimmelhaven, FL 42341-3311",management,divorced,secondary,False,414,False,False,cellular,29,jan,293,2,162,4,failure,False,larry,kihn,3,01,29,29/01
769,52,"5933 Rosie Pines Ave.\nMertieland, PW 88005",management,married,tertiary,False,1944,True,False,cellular,15,apr,238,3,323,2,failure,False,savanah,hilll,5,04,15,15/04
776,28,"331 Lueilwitz Wells St.\nWest Barney, NC 21444",technician,single,secondary,False,3,False,False,telephone,18,may,40,8,349,6,failure,False,betsy,wintheiser,2,05,18,18/05
798,34,"01698 Rapha3l Lights\nN3w K3ll3yhav3n, KS 64247",student,single,unknown,False,1281,False,False,cellular,25,aug,279,1,117,1,failure,False,willard,walker,3,08,25,25/08
800,50,"117 jacynth3 pass \n3ast micha3lab0r0ugh, sd 40389",management,married,tertiary,False,2881,False,False,cellular,5,aug,510,2,2,5,other,False,jed,lang,5,08,05,05/08
801,30,"4543 gertrude tunnel ave.\nport destinmouth, md 49985",blue-collar,single,secondary,False,445,True,False,cellular,16,apr,218,1,330,2,failure,False,marlene,carroll,3,04,16,16/04
802,40,"55013 Zi3m3 Highway\nS0uth Barr3tt, MD 33612",management,married,secondary,False,643,True,False,cellular,17,apr,74,2,256,1,failure,False,sigrid,ziemann,4,04,17,17/04
804,40,"9014H0m3nickLightsAv3.\nN0rth0l3tastad,AA12141-4529",management,married,tertiary,False,-1212,True,False,cellular,15,may,1259,2,333,18,failure,False,carole,reynolds,4,05,15,15/05
805,41,"0038 M00R3 M0UNTAINS SUIT3 556\NP0RT ABBY, M0 88099-1653",technician,married,secondary,False,2125,True,True,cellular,21,nov,285,3,116,4,failure,False,ocie,cummerata,4,11,21,21/11
808,32,"5325 Dereck Station Apt. 592\nWest Baron, KY 89641-9177",technician,single,secondary,False,271,True,False,cellular,13,may,80,2,268,2,other,False,doris,willms,3,05,13,13/05
814,47,"2091 Lowell Road Ave.\nWest Oral, DC 18135-7823",technician,married,secondary,False,-75,True,False,cellular,4,feb,57,1,247,1,other,False,wilmer,lubowitz,4,02,04,04/02
819,27,"21107 K3rluk3 3xpr3ssway\n3ast Maryjan3, AP 12588",services,married,secondary,False,58,True,False,cellular,7,may,113,1,337,2,other,False,bernice,mante,2,05,07,07/05
821,31,"56961 d0yl3 3xt3nsi0ns\nlak3 kal3y, ny 78560-1453",management,single,tertiary,False,112,True,False,cellular,2,feb,159,2,271,1,failure,False,jocelyn,keebler,3,02,02,02/02
822,40,"0732 Jacobs Mountain \nLake Ayden, OR 26529-7017",self-employed,married,tertiary,False,13669,False,False,cellular,15,oct,138,1,136,8,other,False,loma,rohan,4,10,15,15/10
823,43,"688AlexandreaMountSt.\nWestTimmyton,NV93831",management,married,tertiary,False,1429,True,False,cellular,19,nov,1015,1,198,2,other,True,elijah,leannon,4,11,19,19/11
828,47,"40347 Jackeline Point\nHeathcotestad, AZ 00082-3778",unemployed,married,primary,False,168,True,False,telephone,30,jan,66,1,241,1,other,False,hannah,reynolds,4,01,30,30/01
837,39,"9622 ERDMAN HIGHWAY \NNEW RICHARD, IL 83563-2854",services,single,secondary,False,7066,True,False,cellular,15,may,667,3,357,3,other,True,alaina,bogisich,3,05,15,15/05
843,59,"784ParisianViews\nNorthAsiaburgh,UT14150",management,single,secondary,False,671,True,True,cellular,29,jan,219,2,259,5,failure,False,joanne,hayes,5,01,29,29/01
849,55,"584 Ken Hollow St.\nPort Janelle, PA 53950",housemaid,divorced,primary,False,976,False,False,cellular,28,jun,345,1,94,3,other,True,brock,jerde,5,06,28,28/06
855,46,"9525 Alaina Mountain Ave.\nAlessandrastad, MD 49107-5782",management,divorced,tertiary,False,624,False,False,cellular,17,sep,336,2,183,2,success,True,irma,rosenbaum,4,09,17,17/09
857,36,"044StrosinStreetSuite779\nLakeRosettafort,NC84407",blue-collar,married,secondary,False,-461,False,False,cellular,11,may,254,2,353,1,failure,False,margaretta,schaefer,3,05,11,11/05
858,34,"26878ROGERSWAYS\NCARTWRIGHTVILLE,WA53054-6308",technician,single,tertiary,False,144,True,True,cellular,14,oct,104,1,85,19,failure,False,kacey,volkman,3,10,14,14/10
869,56,"91301 Stamm Courts\nArielfort, PR 48758-9837",technician,married,secondary,False,150,True,True,cellular,11,may,102,6,349,1,failure,False,jacques,gibson,5,05,11,11/05
874,38,"668KatrineLightSt.\nRomaguerabury,AR34535",management,single,tertiary,False,15030,True,False,cellular,13,may,167,1,174,7,other,False,ashlynn,dickens,3,05,13,13/05
880,26,"5460 waters lakes suite 323\ngoldenchester, gu 73687-4582",admin.,single,secondary,False,255,False,False,cellular,30,apr,457,1,80,1,success,True,karolann,prohaska,2,04,30,30/04
881,31,"183 hamill hills \nlake reva, mi 13097-2081",technician,single,secondary,False,102,True,False,telephone,17,apr,460,2,345,2,failure,False,lonny,pfeffer,3,04,17,17/04
883,45,"2188D3lm3rP0rtSuit3329\nIm0g3n3vill3,DC73395",entrepreneur,married,primary,False,58,True,False,telephone,13,may,119,3,371,3,failure,False,nayeli,mitchell,4,05,13,13/05
891,28,"8898MonahanHarborsSuite873\nLakeBrodyfort,TN92419",management,single,tertiary,False,882,False,True,cellular,29,jan,94,1,205,2,failure,False,dannie,denesik,2,01,29,29/01
892,27,"313 bednar radial st.\nsouth enolafurt, il 47202-4769",student,single,tertiary,False,5291,False,False,cellular,12,nov,192,2,92,2,failure,True,marcelino,streich,2,11,12,12/11
893,49,"9000J03sphVi3wsApt.903\nWis0zkm0uth,WI58123-0794",management,single,secondary,False,61,True,False,cellular,29,jan,185,2,246,1,failure,False,lexie,schmidt,4,01,29,29/01
901,30,"8278 natalia walk ave.\neast stephon, il 77078",technician,single,tertiary,False,3,True,False,cellular,6,may,45,2,169,2,failure,False,mozell,waelchi,3,05,06,06/05
903,34,"4883 Bechtelar Grove Ave.\nNorth Gillian, VT 81382-8168",admin.,married,tertiary,False,35,True,False,cellular,15,oct,76,1,69,2,failure,False,malika,towne,3,10,15,15/10
906,31,"4127 Gulg0wski Cap3 Av3.\nKurtt0wn, M3 69717-3113",blue-collar,married,primary,False,99,True,False,cellular,17,apr,193,2,322,1,other,False,timmy,king,3,04,17,17/04
913,41,"3353 Mortimer Path Apt. 093\nErdmanview, AA 61660",management,married,tertiary,False,-29,False,False,cellular,29,jan,41,2,266,2,failure,False,jettie,leffler,4,01,29,29/01
926,38,"7469N0v3llaF0rkAv3.\nS0uthSylvan,GU28367",admin.,married,primary,False,3913,True,False,cellular,20,apr,196,2,315,2,failure,False,waino,jewess,3,04,20,20/04
941,34,"1229C0rd3llStrav3nu3Av3.\nWa3lchib0r0ugh,SD34269-2112",management,married,tertiary,False,0,True,False,cellular,7,aug,262,1,99,2,success,True,candido,sipes,3,08,07,07/08
942,36,"3209Gl0v3rL0dg3Av3.\nLak3K3nn3thb3rg,MN36751-2519",management,married,tertiary,False,222,True,False,cellular,6,may,317,1,169,2,failure,False,lorenzo,homenick,3,05,06,06/05
956,27,"230MARVINSHORESAPT.916\NOSINSKISHIRE,MP71664",unemployed,single,secondary,False,3276,False,False,cellular,5,aug,106,1,110,2,other,False,jordon,yundt,2,08,05,05/08
960,52,"92230 Kaycee Walk\nNew Mortimer, AA 29298",technician,married,secondary,False,196,True,True,cellular,24,feb,116,1,273,3,failure,False,ladarius,labadie,5,02,24,24/02
967,35,"452Gislas0nRadialSuit3668\nLak3J0nath0n,N311480-1298",blue-collar,married,secondary,False,6411,True,True,cellular,30,jan,144,1,266,2,failure,False,marcella,mraz,3,01,30,30/01
970,58,"3477 virginie ports apt. 731\nsouth ernestview, ap 32074-6123",self-employed,married,primary,False,1013,True,False,cellular,11,aug,206,1,461,1,failure,True,lamar,hand,5,08,11,11/08
973,37,"9525 T0ni Pass Av3.\nN3w Karl3y, MS 62235",technician,single,secondary,False,5436,True,False,cellular,6,may,7,11,351,1,failure,False,delpha,wolff,3,05,06,06/05
984,59,"6583 Wilderman Oval Ave.\nSchultzmouth, DC 77976-8003",self-employed,married,tertiary,False,2013,False,False,cellular,19,feb,222,4,94,2,success,True,eladio,nolan,5,02,19,19/02
997,34,"011C0rd3llTrafficwaySt.\n3astD3m3trisvi3w,ID36846",management,single,tertiary,False,673,True,True,cellular,20,nov,271,1,184,1,failure,False,zoie,streich,3,11,20,20/11
999,20,"509ForrestCrossingApt.292\nDwightchester,NE29630",student,single,secondary,False,291,False,False,telephone,11,may,172,5,371,5,failure,False,akeem,moore,2,05,11,11/05
1020,42,"5380 0b3rbrunn3r vall3ys suit3 594\nr0s3nbaumsid3, nc 59105",technician,married,secondary,False,994,True,False,cellular,11,aug,149,1,78,5,failure,True,carley,robel,4,08,11,11/08
1030,38,"2231 vance wall ave.\nlake malloryhaven, mh 12544-0774",management,married,tertiary,False,-70,True,False,cellular,30,jan,140,1,2,3,other,False,immanuel,dach,3,01,30,30/01
1040,55,"77693 Pi3tr0 W3ll\nKarli3vi3w, WI 21244",blue-collar,divorced,secondary,False,1613,True,False,cellular,3,apr,296,1,270,3,failure,True,delpha,wisoky,5,04,03,03/04
1042,30,"1465 K3shawn Light Apt. 358\nFranc3scap0rt, AL 76536",admin.,single,secondary,False,81,True,False,cellular,6,aug,121,6,112,3,other,False,dorcas,koepp,3,08,06,06/08
1048,34,"4362 Gusik0wski Cr0ssr0ad Av3.\nKshl3rinm0uth, MS 86493-2520",services,married,secondary,False,1337,False,False,cellular,17,dec,330,2,127,3,success,True,andy,quigley,3,12,17,17/12
1056,63,"3285TedJunctionApt.856\nNewAlbertafurt,UT24289-4622",entrepreneur,married,secondary,False,3904,False,False,telephone,4,aug,250,2,187,2,success,True,geoffrey,runolfsdottir,6,08,04,04/08
1060,48,"27578 Cr3min Hav3n\nN0rth M3ghan, WY 35789-6670",management,married,tertiary,False,1147,False,False,cellular,5,aug,389,1,64,2,success,True,kathryn,gerhold,4,08,05,05/08
1069,45,"036 Herzog Vista St.\nWest Alisonside, MI 37852-3449",technician,single,unknown,False,7108,True,True,cellular,18,nov,53,1,172,3,failure,False,michel,block,4,11,18,18/11
1071,38,"076HamillLand\nKristofferport,AR50536",blue-collar,married,secondary,False,0,True,False,cellular,13,may,57,5,349,1,other,False,rogers,rutherford,3,05,13,13/05
1073,30,"75719FAYPOINT\NWESTGREYSONBURY,AP12443-3569",management,single,tertiary,False,726,True,False,cellular,16,apr,39,1,342,3,failure,False,kyle,lakin,3,04,16,16/04
1076,54,"905 Freeman Mountains St.\nSouth Hoseaberg, NV 28541-3365",unknown,married,secondary,False,2206,False,False,cellular,12,nov,104,1,99,2,other,True,juliana,hirthe,5,11,12,12/11
1077,38,"714 Schmeler Club Suite 961\nBeaulahstad, MH 52455",admin.,married,tertiary,False,1988,False,False,cellular,27,mar,164,2,130,2,failure,True,joe,howe,3,03,27,27/03
1083,64,"092WileyPlazaApt.882\nNorthAlenaberg,MD09705-4103",housemaid,married,primary,False,768,False,False,cellular,15,jul,250,2,182,1,success,False,octavia,botsford,6,07,15,15/07
1096,46,"9816DachSpurSuite906\nNapoleonchester,NV10764-2498",technician,married,tertiary,False,217,True,False,cellular,14,may,141,1,346,2,other,False,stanton,leannon,4,05,14,14/05
1097,45,"8773 Jakubowski Lights Ave.\nStewartmouth, MT 25803-9845",management,divorced,tertiary,False,2096,False,False,cellular,21,nov,127,1,100,2,failure,False,madyson,hackett,4,11,21,21/11
1100,59,"20634 destiney lodge\neast maxwell, ca 80218",management,married,tertiary,False,1831,False,False,cellular,17,feb,122,1,92,1,failure,False,michel,hane,5,02,17,17/02
1104,37,"512 Stanford Park St.\nPort Heloise, ME 69540-7632",blue-collar,single,primary,False,851,True,False,cellular,15,may,151,1,352,1,failure,False,luis,bergstrom,3,05,15,15/05
1106,35,"4726 Russel Plaza Apt. 602\nSchambergerburgh, ME 08355",blue-collar,married,secondary,False,137,False,True,unknown,4,oct,5,1,808,12,failure,False,kara,smith,3,10,04,04/10
1108,43,"61052 Karl3y C0urs3\nC0rn3liusbury, PA 40219-7355",management,single,tertiary,False,146,False,False,cellular,21,nov,50,1,113,5,other,False,reid,bins,4,11,21,21/11
1109,59,"3993 keebler brooks ave.\nwest jaidentown, ak 22866",technician,married,secondary,False,1,False,False,cellular,15,apr,159,2,378,3,failure,True,eveline,krajcik,5,04,15,15/04
1111,37,"974 stokes key suite 929\nwest mustafatown, gu 61724",technician,married,secondary,False,480,False,False,cellular,22,oct,344,2,182,8,other,True,elise,brown,3,10,22,22/10
1112,35,"6912 Bechtelar Shores Ave.\nHodkiewiczmouth, CO 13678",technician,married,secondary,False,2789,True,False,cellular,4,sep,256,2,94,1,failure,False,emmalee,klocko,3,09,04,04/09
1117,42,"6275 Scarlett Drive Apt. 521\nNew Karianneland, FL 91945-3267",technician,single,tertiary,False,-411,True,False,cellular,12,may,78,5,292,3,failure,False,jamal,rau,4,05,12,12/05
1122,32,"564UrbanCampSt.\nJerdehaven,AZ51806",technician,married,tertiary,False,4089,False,False,cellular,26,may,114,7,287,3,failure,False,rosalind,osinski,3,05,26,26/05
1124,37,"432 H3ct0r Tunn3l Suit3 161\n0rtizt0wn, KS 19738",technician,married,unknown,False,189,False,False,cellular,1,oct,238,1,107,2,success,True,julia,lowe,3,10,01,01/10
1129,36,"6534 STI3D3MANN RAPID AV3.\NH3TTI3VILL3, IN 96793",management,single,tertiary,False,243,True,False,cellular,7,may,160,2,360,3,failure,False,meda,gleason,3,05,07,07/05
1136,36,"97121J3nni3Light\nLak33dgar,MH07618-4237",services,single,secondary,False,1482,True,False,cellular,18,nov,177,2,174,1,other,False,else,heaney,3,11,18,18/11
1154,47,"0424 Emerson Gateway Suite 862\nWest Howardmouth, KS 80374",admin.,married,secondary,False,1934,False,True,cellular,14,may,225,1,364,1,failure,False,marcelo,huels,4,05,14,14/05
1159,31,"8426 NICOLAS PLAINS AVE.\NWEST GEO, DE 48466-8985",management,single,tertiary,False,62,True,False,cellular,18,may,175,1,293,5,failure,False,kaylie,hagenes,3,05,18,18/05
1163,35,"538H0m3nickVall3ySuit3549\nN0rthCic3r0,AL34109",unemployed,married,secondary,False,977,True,False,cellular,4,may,52,4,91,1,other,False,juwan,price,3,05,04,04/05
1166,32,"871 antwon islands suite 086\nbraunside, az 36122",technician,single,tertiary,False,5514,False,False,cellular,22,apr,319,1,182,1,success,True,rebecca,weissnat,3,04,22,22/04
1167,33,"167 Walsh Hollow St.\nO'Haratown, GU 91212",blue-collar,married,secondary,False,889,True,False,unknown,18,sep,13,1,373,6,success,False,raina,mohr,3,09,18,18/09
1173,34,"281 hamill manor \nlake danamouth, mp 77468-1485",technician,single,secondary,False,2729,True,False,cellular,6,apr,945,1,139,1,success,False,mathew,denesik,3,04,06,06/04
1176,50,"8619 DECKOW PORT APT. 972\NNORTH VERLA, MD 95503",management,married,tertiary,False,-470,True,False,cellular,8,may,506,2,170,3,failure,False,yvonne,wilkinson,5,05,08,08/05
1181,34,"81593Jar0dFalls\nH0m3nickshir3,MI98627-2991",services,married,secondary,False,1076,False,False,cellular,12,may,152,1,182,6,success,True,karli,hessel,3,05,12,12/05
1186,71,"9057 DuBuque Cliffs Ave.\nWest Ted, MP 02850",technician,married,tertiary,False,383,False,False,cellular,27,oct,327,2,183,3,success,False,clay,rempel,7,10,27,27/10
1193,33,"8052BOGANRAMP\NPORTJOESPH,AZ61291-3012",blue-collar,single,secondary,False,706,True,False,cellular,7,apr,329,1,322,1,failure,False,camren,kuhlman,3,04,07,07/04
1194,36,"8119 lambert corner apt. 523\nabbeyfort, aa 74617",management,married,secondary,False,1825,True,False,cellular,14,may,24,1,346,1,failure,False,rhianna,bosco,3,05,14,14/05
1195,59,"8506Halli3PassApt.359\nC0dyshir3,VA71368-3802",self-employed,married,tertiary,False,185,False,False,cellular,22,jun,177,5,138,1,failure,False,buddy,rice,5,06,22,22/06
1205,39,"3853 jude terrace apt. 160\nconsidinetown, pr 45694-5096",blue-collar,married,unknown,False,0,False,False,cellular,2,feb,731,1,193,3,failure,False,assunta,mohr,3,02,02,02/02
1209,58,"931 Huels Circles St.\nWilkinsonville, AL 59013",retired,single,secondary,False,1640,False,True,cellular,4,feb,72,6,274,4,failure,False,daryl,gerhold,5,02,04,04/02
1210,60,"8822 HARRIS FLAT SUITE 204\NGREENFELDERHAVEN, DC 30631-1386",admin.,divorced,secondary,False,174,True,False,cellular,15,may,241,1,364,1,failure,False,wilson,keebler,6,05,15,15/05
1212,36,"060 N0rw00d 0rchard Suit3 562\n3arn3stin3p0rt, M0 15603-0900",management,single,tertiary,False,490,False,False,cellular,28,aug,207,8,98,1,failure,True,jerrell,heller,3,08,28,28/08
1216,29,"912SchummSkywaySt.\nSouthBonnieport,AE63460-6433",management,single,tertiary,False,15459,False,False,cellular,26,may,245,3,97,7,success,False,morton,ortiz,2,05,26,26/05
1223,49,"5568 JACOBI VALLEY \NNORTH PAXTONCHESTER, IL 69465",management,divorced,tertiary,False,2370,True,True,unknown,17,nov,56,1,103,2,other,False,roxane,kulas,4,11,17,17/11
1225,51,"178ArvidKnoll\nNewLorenberg,AK41706-7861",blue-collar,married,secondary,False,160,True,False,cellular,7,may,136,1,359,1,failure,False,noemi,sawayn,5,05,07,07/05
1226,32,"081 Jacobs Mill St.\nRueckerview, KS 15180-2686",admin.,divorced,secondary,True,5,True,True,cellular,18,may,82,3,363,2,other,False,keira,mitchell,3,05,18,18/05
1240,27,"8058GAYLEHOLLOWAVE.\NBOEHMTON,MS11690-0807",services,married,secondary,False,54,True,False,cellular,18,may,97,1,370,1,failure,False,mack,ward,2,05,18,18/05
1242,35,"048 richmond trafficway st.\nsouth adriel, ca 92826",blue-collar,married,primary,False,298,True,False,cellular,13,may,135,2,370,2,failure,False,hayden,quitzon,3,05,13,13/05
1262,43,"61981 B0GAN LAK3\NN0RTH RAFA3L, NH 26307-7378",blue-collar,married,primary,False,-98,True,True,cellular,12,may,112,2,330,3,other,False,robin,jacobson,4,05,12,12/05
1275,41,"1040F3liciaDriv3Apt.121\nN3wB3ssi3furt,VT20890",blue-collar,married,secondary,False,-217,True,False,cellular,11,may,313,1,349,3,other,False,jaquan,halvorson,4,05,11,11/05
1276,41,"48711 mraz square\nnorth kirstinberg, nm 67212-1735",management,divorced,tertiary,False,5037,False,False,cellular,23,apr,252,9,185,5,other,True,salvatore,mante,4,04,23,23/04
1279,32,"8939 Kiara Gard3ns Av3.\nCr00ksbury, SC 57317",management,married,tertiary,False,913,True,False,cellular,23,jun,883,1,674,4,failure,False,hoyt,pouros,3,06,23,23/06
1303,42,"80914 Bertram Mall\nFerrytown, CO 92463",management,married,unknown,False,1519,False,False,cellular,19,oct,230,1,92,1,success,True,maria,haley,4,10,19,19/10
1309,31,"4522 schmitt parks \njonasside, ae 32100-1092",management,married,secondary,False,625,True,False,cellular,7,apr,424,1,138,1,failure,False,kattie,anderson,3,04,07,07/04
1311,51,"106 walsh island st.\neast susana, co 32576-9600",services,married,secondary,False,867,True,False,cellular,3,feb,177,2,211,3,failure,False,camila,mante,5,02,03,03/02
1312,80,"7462 Luci3 Club Av3.\n3ast Cyrilm0uth, MA 61863",retired,married,secondary,False,8304,False,False,telephone,9,jun,712,1,64,12,failure,True,gabrielle,bernier,8,06,09,09/06
1320,48,"13842JakubowskiHeights\nEastOrloshire,NV62920",management,married,tertiary,False,60,False,False,telephone,7,may,376,2,339,7,failure,False,nicola,nicolas,4,05,07,07/05
1323,46,"1510 aliya island suite 481\ncummeratachester, dc 99587-6109",blue-collar,married,primary,False,91,True,False,cellular,6,may,29,1,356,2,failure,False,josh,hauck,4,05,06,06/05
1324,41,"168 Xander Villages St.\nSouth Bertrandton, OR 33898",entrepreneur,married,tertiary,False,171,True,False,cellular,19,nov,209,1,191,4,failure,False,leonie,gislason,4,11,19,19/11
1327,33,"1224 HAZLE CORNERS APT. 196\NSOUTH RUTH, PA 46143-4071",blue-collar,divorced,primary,False,142,True,False,telephone,11,may,41,2,300,5,failure,False,jeanne,greenholt,3,05,11,11/05
1337,40,"7050 3lm0 vista \n3ast d3lb3rt, mp 35215-1238",management,single,tertiary,False,1509,False,False,cellular,15,mar,144,2,124,1,failure,False,mustafa,stanton,4,03,15,15/03
1342,27,"608Carm3nRamp\nHip0lit0furt,AA78873",admin.,married,secondary,False,710,True,True,cellular,6,may,653,1,334,2,success,True,finn,yundt,2,05,06,06/05
1343,47,"10237GislasonBridge\nWestLeopoldtown,AA73280-2107",technician,married,secondary,False,1233,True,False,unknown,11,sep,91,1,100,2,other,True,jaleel,abbott,4,09,11,11/09
1345,40,"39657 gudrun fields\ncristview, gu 53647",management,divorced,tertiary,False,69,True,False,cellular,6,may,503,2,280,2,failure,False,duncan,schneider,4,05,06,06/05
1346,34,"388 B3rni3 Ridg3 Apt. 826\nChamplinvi3w, MT 50167-3093",admin.,married,secondary,False,1499,True,False,cellular,13,apr,186,1,327,2,failure,False,gennaro,breitenberg,3,04,13,13/04
1349,83,"440 h3id3nr3ich r3st st.\nn0rth 3liza, vt 12763-6017",retired,married,primary,False,425,False,False,telephone,22,jun,883,1,140,1,failure,True,zula,bednar,8,06,22,22/06
1355,29,"447 WAYNE TURNPIKE ST.\NLAKE ALANA, AE 72301",admin.,single,secondary,False,1448,False,False,cellular,10,mar,217,1,184,7,other,False,ashtyn,considine,2,03,10,10/03
1374,45,"3404EFFERTZKNOLLS\NKOEPPSHIRE,WA78830",self-employed,married,secondary,False,706,False,False,cellular,30,apr,78,2,176,1,success,False,rossie,spinka,4,04,30,30/04
1379,46,"98697REYESPIKE\NNEWGARTHFORT,KS94045-6450",admin.,married,secondary,False,368,False,False,cellular,20,aug,293,1,90,4,other,True,rudy,schmidt,4,08,20,20/08
1380,41,"5773 Wilbert Roads Ave.\nKlockohaven, AE 68695",blue-collar,married,secondary,False,121,True,False,cellular,13,may,16,6,176,5,other,False,khalil,pfeffer,4,05,13,13/05
1382,24,"326 Abshir3 0v3rpass St.\nLurat0wn, KS 37636-3452",admin.,married,secondary,False,299,True,False,cellular,6,may,209,1,321,1,failure,False,henry,johnston,2,05,06,06/05
1386,50,"9528WestRampAve.\nWestNeomaville,FM00894-7874",services,married,secondary,False,254,True,False,cellular,15,apr,397,2,337,1,failure,False,blanca,marquardt,5,04,15,15/04
1387,25,"3290 Rico Oval Ave.\nEast Mikayla, ME 66546",management,single,tertiary,False,553,True,False,cellular,17,sep,113,4,479,1,failure,False,loren,mertz,2,09,17,17/09
1391,21,"744HILLLTUNN3LST.\NWILLISBURY,PW15011-2755",services,single,secondary,False,361,False,False,telephone,5,jun,329,1,95,1,other,False,demario,schulist,2,06,05,05/06
1398,34,"723 JERAMIE PLAZA APT. 572\NPACOCHAMOUTH, VI 18263",technician,single,secondary,False,341,False,True,cellular,29,jan,136,1,262,3,failure,False,savanah,klein,3,01,29,29/01
1405,37,"8132 LEUSCHKE ESTATES SUITE 205\NLAKE RANDI, KS 06114-4141",blue-collar,married,primary,False,37,True,False,cellular,13,may,24,2,362,1,other,False,chris,predovic,3,05,13,13/05
1411,35,"07652 MAKAYLA RIV3R\NGAYL0RDB0R0UGH, 0H 50997",blue-collar,single,secondary,False,0,True,False,cellular,16,apr,1174,1,345,4,other,True,evan,hermann,3,04,16,16/04
1421,28,"7329 Stamm M0t0rway Apt. 749\nLak3 Mandyb0r0ugh, GA 07285",admin.,married,secondary,False,-97,True,False,cellular,29,jan,79,1,225,2,success,False,jailyn,kilback,2,01,29,29/01
1424,32,"55091 huel bypass\nnew quincyshire, as 15554-9904",student,single,tertiary,False,0,False,False,cellular,6,aug,101,5,3,6,other,False,kasandra,mills,3,08,06,06/08
1425,36,"2791TremaineStationAve.\nClarabellebury,AK21594-4364",management,married,tertiary,False,495,False,False,cellular,5,aug,157,3,97,2,success,True,gage,lynch,3,08,05,05/08
1426,38,"1624 Haag Street Ave.\nBartton, KY 79629-5244",entrepreneur,married,secondary,False,157,False,True,cellular,15,may,57,11,366,1,other,False,jordi,cole,3,05,15,15/05
1437,77,"470WUCK3RTDRIV3SUIT3204\NLU3ILWITZB3RG,FM75188-7461",retired,married,tertiary,False,0,False,False,cellular,16,oct,847,1,60,1,success,True,cecile,orn,7,10,16,16/10
1442,73,"1430LourdesPark\nLizaborough,OK02963",retired,married,primary,False,1388,False,False,cellular,20,jul,146,3,190,3,success,False,sydni,armstrong,7,07,20,20/07
1444,57,"9708 Karson Trafficway Ave.\nNew Delta, ND 02460-1604",technician,divorced,primary,False,13,True,False,cellular,8,may,323,2,368,2,failure,False,mohammed,larson,5,05,08,08/05
1457,33,"7678 frami canyon \npiperchester, pa 95769",management,married,tertiary,False,3696,False,False,cellular,19,nov,305,1,182,3,failure,False,luther,harvey,3,11,19,19/11
1468,38,"9925LukasTrackAve.\nLakeJaclyn,AK67162",management,married,tertiary,False,0,True,False,cellular,13,may,537,5,303,2,failure,False,zula,welch,3,05,13,13/05
1469,59,"560 wanda f0r3st \nw3st pr3ci0us, in 47425",technician,married,secondary,False,259,False,False,cellular,15,jun,415,1,89,1,success,True,ismael,kuhn,5,06,15,15/06
1471,38,"5865ConsidineFerryAve.\nNorthJustineton,ID98231-6802",technician,single,tertiary,False,744,True,False,cellular,14,may,283,1,288,12,other,False,zoey,tillman,3,05,14,14/05
1478,35,"948 Ayana Gl3ns St.\nB3rnhardland, WI 43799",technician,single,tertiary,False,7546,True,False,cellular,28,dec,137,1,122,3,failure,False,dale,davis,3,12,28,28/12
1482,39,"0321PURDYTURNPIK3APT.993\NBAYL33CH3ST3R,NY46518-5989",blue-collar,married,secondary,False,0,True,False,cellular,7,may,502,1,7,2,failure,False,elwin,jaskolski,3,05,07,07/05
1485,29,"932 M03n L0dg3 St.\n3mm3richland, NM 85612-5349",technician,single,secondary,False,113,False,False,cellular,12,feb,328,2,183,4,success,True,hyman,koss,2,02,12,12/02
1510,45,"284 Bogisich Tunnel St.\nWest Reneeland, AR 33530-6029",technician,married,secondary,False,1415,True,False,cellular,17,nov,483,1,116,1,failure,False,gaston,macejkovic,4,11,17,17/11
1518,32,"8859 wolf forks ave.\nwaltermouth, nc 15222",technician,married,secondary,False,286,False,False,cellular,20,apr,60,1,343,4,failure,False,vernie,langworth,3,04,20,20/04
1520,35,"438 cassandr3 0rchard apt. 362\nh0wardburgh, aa 16939",management,married,tertiary,False,93,False,False,cellular,4,may,198,2,88,1,other,False,asha,donnelly,3,05,04,04/05
1521,38,"7060 ROOB MOUNTAIN APT. 879\NPORT BRICETOWN, PA 10337-8863",blue-collar,married,secondary,False,1663,True,False,cellular,13,apr,217,3,327,1,failure,False,carter,anderson,3,04,13,13/04
1524,42,"333 kayl3y gr0v3s \nwalt3rb3rg, ny 30432-1828",blue-collar,married,primary,False,792,True,True,cellular,19,nov,611,2,175,12,other,False,adelia,veum,4,11,19,19/11
1535,37,"71736FeilPlaza\nSouthMalloryburgh,PA49353",services,married,secondary,False,4760,True,False,cellular,8,may,182,2,169,2,failure,False,edgardo,erdman,3,05,08,08/05
1538,50,"81341DILL0NISLAND\NP0RTAMALIAB3RG,0K23368-1143",blue-collar,divorced,secondary,False,203,True,False,telephone,19,nov,265,1,127,4,other,False,ferne,rodriguez,5,11,19,19/11
1541,43,"5242 lindsey trail ave.\nnikolausville, ap 34207",self-employed,married,secondary,False,634,True,False,cellular,17,nov,65,1,131,1,failure,False,karina,cartwright,4,11,17,17/11
1547,54,"6105 Casper Loop Apt. 427\nNedhaven, NH 69806-2316",entrepreneur,married,tertiary,False,1544,False,True,cellular,5,feb,85,7,196,3,failure,False,adolphus,mohr,5,02,05,05/02
